audio_id,start_sec,end_sec,duration_sec,speaker,text,n_chars,n_words,merged_segments
bxE-t0uDGxM,486.0,499.0,13.0,SPEAKER_03,"Y de hecho, por cierto, pensando en esto, en la Champions tengo un poco de... Se me enciende una bombilla y decir, ostras, un extremo rápido que le planteé un Anthony Gordon, por ejemplo, con el Newcastle, que le planteé una dificultad a Araujo a campo abierto, es que se me viene el recuerdo de Barcola.",304,56,3.0
bxE-t0uDGxM,500.0,502.0,2.0,SPEAKER_03,"Sí, es que a ver, es difícil.",29,7,1.0
bxE-t0uDGxM,502.0,516.0,14.0,SPEAKER_00,"Es difícil. Esa posición es muy demandante. Yo creo que a mí lo de probar a Cundé y con Éric en el lateral derecho no me parece ninguna locura. No es locura. No me lo había planteado y Éric nos ha gustado ahí, encajado con la MIM y Cundé...",240,49,5.0
bxE-t0uDGxM,516.0,523.0,7.0,SPEAKER_03,"También sería la leche que después de que Cundé, con todo lo de que no quería jugar de lateralidad, lo convences. Es lateral titular en la sesión francesa.",155,28,2.0
bxE-t0uDGxM,523.0,569.0,46.0,SPEAKER_00,"Que puedes marear a Cundé, sí. Cundé ha llegado tarde alguna vez, pasa de Cundé. Cundé, apaga, apaga. ¿Te acuerdas cuando viniste tarde, Cundé? ¿Te acuerdas de que ibas a ser central? Cuarta decisión, cuarto entrenador, Chacho Coudet. Me planteabas dos posibilidades sales para hablar de esto. Una era el centro del campo, llega Denis, cae Pablo Ibáñez, pasa a Juan Pablo por delante. Antonio Blanco es sin móvil, evidentemente. Pero me gusta más el tema del 9 porque ha fichado a Mariano, ha fichado a... Voye, menos mal. Voye que se ha entrenado ya con el grupo. Está Toni Martínez, está jugando John Guridi. A veces un poquito por detrás, a veces al lado del punta. Y esta es una idea interesante. ¿Qué va a hacer ahí? ¿Qué perfiles va a elegir?",748,133,16.0
bxE-t0uDGxM,569.0,604.0,35.0,SPEAKER_03,"Yo lo que creo que va a ocurrir es que Denis Suárez, una vez esté a punto físico idóneo, me parece que la plaza de Guridi, o bueno, la plaza de Ibáñez la va a ocupar Denis Suárez. ¿Denis con Antonio? Denis con Antonio Blanco y que va a ser un segundo punta que juegue ahí. Fíjate el partiente. ¿Quién? Yo entiendo que va a ser Voye. Porque creo que Voye le va a aportar ese juego entre líneas y Toni le puede aportar ese movimiento hacia la espalda. Yo te digo una cosa. La sensación que tengo es que Guridi ha jugado muy bien pero le ha faltado el paso. Es que no marca. El día del Betis. Es que el día del Betis te cambia esa jugada, te cambia el partido.",657,133,14.0
bxE-t0uDGxM,604.0,607.0,3.0,SPEAKER_01,"Es la tónica habitual de Guridi. Sí, sí.",40,8,2.0
bxE-t0uDGxM,607.0,646.0,39.0,SPEAKER_00,"Y creo que viendo que no va sobrado de goles, no te puedes permitir a Guridi. Hace unos años en el diario de un playlist deportivo en mi canal de YouTube, lo podemos hacer un día porque ha pasado unos cuantos años, hice un vídeo, un análisis de, le mejoras un defecto a un jugador. Ah, muy chulo. Yo decía, por ejemplo, Iñaki Williams mejorando los controles. Sería otro jugador. De hecho creo que ha mejorado bastante los controles. Y ahí está su mejora. Pues si a John Guridi le arreglas el tema del disparo a puerta, ha desesperado a no pocos entrenadores. Pasa a otro nivel. Sí, porque es que llega… A mí me recuerda, fíjate, Sami Khedira era un fotodista que llegaba muy bien desde atrás, pero es que no… No lo sentía así. No definía bien.",744,139,17.0
bxE-t0uDGxM,646.0,654.0,8.0,SPEAKER_01,"Yo cuando me levanto esta mañana no esperaba escuchar a John Guridi, a Sami Khedira la misma frase. Es Los Misterios de la Pizarra. Sí, sí. A ver, te sorprende.",160,30,4.0
bxE-t0uDGxM,654.0,661.0,7.0,SPEAKER_02,"Fútbol. Yo no sentaba… A mí te digo que si mejoras a Boye de cara a puerta, sería Benzema. No, claro. Claro. El inseco, eh.",123,25,6.0
bxE-t0uDGxM,661.0,666.0,5.0,SPEAKER_03,"El inseco. Sería el titular de la selección argentina, ¿no? No habríamos oído el autónomo.",90,15,3.0
bxE-t0uDGxM,666.0,671.0,5.0,SPEAKER_02,"Pero si piese las cifras que debería hacer un 9 como Boye… Sí, pero imagina… No teníamos ni debate.",99,19,3.0
bxE-t0uDGxM,671.0,676.0,5.0,SPEAKER_00,"Es un ejercicio que está chulo porque hemos acabado de hablar de ronar a Ujo, pues imagínate si tuviese un pie derecho. Ya, ya.",127,24,3.0
bxE-t0uDGxM,676.0,683.0,7.0,SPEAKER_02,"Eso te digo. Y si Boye tuviese mejores cifras, sería él el 9. ¿Sabes cómo podría llamarse el formato?",101,19,3.0
bxE-t0uDGxM,683.0,686.0,3.0,SPEAKER_00,¿Cómo? Y si mi abuela tuviera tres ruedas. Me gusta.,52,10,3.0
bxE-t0uDGxM,686.0,693.0,7.0,SPEAKER_02,"Compro, compro. Pero me gusta la fórmula que plantea Alex, de la doble punta. Me gusta hasta que Mariano Díaz Mejía tirela por abajo.",133,24,3.0
bxE-t0uDGxM,694.0,737.0,43.0,SPEAKER_00,"Hay que tener en cuenta que además la necesidad de un juego interior es relativa porque Aleñá se mete mucho por dentro. Claro. Así que ahí puede compensar. Julián Calero, Levante Unión Deportiva. Aquí es una pregunta un poquito más genérica, now. Un poquito más abstracta porque todos entendemos que Taeyong tiene que ser fundamental para el Levante. Nos está encantando. El primer impacto en el Levante parece que es muy bueno por lo que se comenta, que Calero está enamorado. El punto es cómo le acompañas y cuánto le acercas al área contraria. No es que sea un jugador de área, es un jugador que se puede mover muy bien también a campo abierto. Pero sí que me parece que es un futbolista que en el Villarreal estaba muy bien alimentado. Igual ahora mismo en el Levante pasa a Bruna.",785,141,16.0
bxE-t0uDGxM,737.0,753.0,16.0,SPEAKER_01,"Me llama mucho la atención porque Taeyong en su presentación ha hablado mucho de Bruguí y de Carlos Álvarez, que dice que le parece muy buenos compañeros para la delantera. ¿Es futbolero, Taeyong? Eso parece. Habrá que pegarle un toque a Taeyong.",246,42,5.0
bxE-t0uDGxM,753.0,766.0,13.0,SPEAKER_03,"Además de llegar como medio centro a la cantera del Cádiz y de repente que alguien le puso ahí… Llegó como medio centro. Sí, él empieza como medio centro. La temporada en la que debuta efectivamente y se empieza a salir a nivel goleador y es espectacular lo suyo.",263,49,6.0
bxE-t0uDGxM,766.0,772.0,6.0,SPEAKER_01,"El debate en el Levante es renunciar a la línea de cinco, que parecía el plan A de Calero.",90,19,1.0
bxE-t0uDGxM,772.0,776.0,4.0,SPEAKER_00,Que le mete muy atrás los partidos que hemos visto del Levante.,63,12,1.0
bxE-t0uDGxM,776.0,797.0,21.0,SPEAKER_01,"Al final va a poder contar con las gasti con vencedor. Que unos fichaje de último día y otros una inscripción. Yo creo que tiene cierto sentido. Esperaba algo más parecido con 4-3-3. Es cierto que tienes laterales muy largos con manos antes de con y con Tolyan. A ver si el equipo lo puede soportar a nivel defensivo, pero creo que todo esto puede repercutir en una buena versión de Taeyong. Aquí confío en Carlos Romero.",421,77,8.0
bxE-t0uDGxM,797.0,809.0,12.0,SPEAKER_02,Esa me perdoné en Carlos Álvarez. Confío en él. Es que estaba leyendo Iván Romero en la página de Fútbol Fantasy. Tienen puesto de Taeyong y bajo Iván Romero. Por eso me he mezclado los dos nombres. Carlos Romero juega bien.,224,41,6.0
bxE-t0uDGxM,809.0,811.0,2.0,SPEAKER_00,Juega dos partidos contra el Taeyong.,37,6,1.0
bxE-t0uDGxM,811.0,816.0,5.0,SPEAKER_02,Podemos confiar en él. Pero confío en que sea él. Por talento que sea él quien acerque a el Taeyong.,100,20,2.0
bxE-t0uDGxM,816.0,818.0,2.0,SPEAKER_01,Es una asustada porque está jugando bien Iván Romero.,53,9,1.0
bxE-t0uDGxM,818.0,829.0,11.0,SPEAKER_00,"Sí, pero le falta... Pero a quién marca el gol? Al Barça. Sí, es un golazo. La cinta esa. Me pareció escandalosa. El día de la laves no me convenció demasiado.",159,31,7.0
bxE-t0uDGxM,829.0,831.0,2.0,SPEAKER_01,El día de la elcha estuvo muy bien.,35,8,1.0
bxE-t0uDGxM,831.0,833.0,2.0,SPEAKER_00,Es que...,9,2,1.0
bxE-t0uDGxM,833.0,859.0,26.0,SPEAKER_01,"El Levante... Para mí me sobran... Por ejemplo, el que no me convence demasiado es el Rey. No. Pablo Martínez sí. O Rey. Pero es que Pablo Martínez está jugando fuera de posición. Está jugando muy abajo. Entonces me da la sensación de que aspirar a una doble punta... Aprovechado que Bruguet puede jugar por dentro o por fuera. Con esa alternativa de Iván Romero. Es que al final, yo creo que Levante tiene con qué. Pero hasta ahora Julián no ha tenido pocas alternativas.",472,85,13.0
bxE-t0uDGxM,859.0,886.0,27.0,SPEAKER_00,"Vamos con otro recién ascendido. Vamos con Belko Pounovic. La pregunta es... La decisión es... Debe entregarse a Hassan. Porque Hassan fue indiscutible en el Real Lobo del año pasado. Pero ya hemos visto algún partido donde ha jugado Ilic. El otro día... Bueno, hace ya dos semanas. Estuvo realmente bien. Evidentemente Hassan. Pero entrando desde el banquillo.",361,58,12.0
bxE-t0uDGxM,886.0,889.0,3.0,SPEAKER_01,"Luego hubo dedicatoria. Luego ha habido perdón, disculpa y tal.",63,10,2.0
bxE-t0uDGxM,889.0,897.0,8.0,SPEAKER_00,Pero sí que me parece que es una pregunta casi filosófica. ¿Me entrego a un tío que genera caos al contrario?,109,21,2.0
bxE-t0uDGxM,897.0,898.0,1.0,SPEAKER_03,Y a mí.,7,3,1.0
bxE-t0uDGxM,898.0,911.0,13.0,SPEAKER_00,"O voy con un centrocampista, porque Ilic es un centrocampista... Que me controla más todo. Pero también que le facilita más la tarea del lateral contrario. ¿Yo soy lateral contrario? Yo prefiero Ilic.",200,33,5.0
bxE-t0uDGxM,911.0,936.0,25.0,SPEAKER_03,"¿Sabes lo que pasa? En los partidos que hemos visto a Ilic de inicio... Mi sensación es que el Real Oviedo no ha terminado de generar caos. No tenía manera de generar demasiado caos. Yo entiendo que Hassan tiene que jugar porque el Real Oviedo va a tener que aprovechar al máximo... Las oportunidades que pueda precisamente generarle incertidumbre al rival. Y si hay alguien que genera incertidumbre es el Hassan. Para mí, tiene que jugar Hassan de titular en posición de extremo derecho. Para mí también.",505,87,9.0
bxE-t0uDGxM,936.0,945.0,9.0,SPEAKER_02,"Después de tanto tiempo sin estar en primera división, regresa al Real Oviedo. No te quedes con el Icy. Icy hubiese tenido que... Hombre, si te podías quedar con Icy Palazón...",176,31,4.0
bxE-t0uDGxM,946.0,961.0,15.0,SPEAKER_01,"Pero es que estaba ahí. Estaba ahí. Me das la atención con Hassan. Porque ponerlo de inicio también te quitas un gran revulsivo. A ver, sí. Eso sí. Pero... Siempre estás a tiempo de...",184,34,7.0
bxE-t0uDGxM,961.0,976.0,15.0,SPEAKER_00,"Pero en el Real se puede permitir tener a Barre Nechea revulsivo. Igual en el Oviedo no se puede permitir tener a Hassan. Porque más Chayra es más bien un extremo barra delantero. No es ese futbolista de uno para uno constante. Pierdes mucho desborde, pierdes mucha profundidad.",278,48,5.0
bxE-t0uDGxM,976.0,982.0,6.0,SPEAKER_03,"Y yo creo que Chayra va a hacer cosas. Es un futbolista muy regateador. Sí, es un futbolista que mola, pero tiene que ir poco a poco.",133,27,3.0
bxE-t0uDGxM,982.0,995.0,13.0,SPEAKER_01,"Hay tantas dudas en el Oviedo. Para que está Brecalo tampoco. Él sí que es un regateador. Entonces, hay ciertas dudas. Muy enfe de Viñas, por cierto, de este parón. ¿Marcó el tercero? Muy bien.",193,35,7.0
bxE-t0uDGxM,996.0,997.0,1.0,SPEAKER_03,La Menciocita.,14,2,1.0
bxE-t0uDGxM,997.0,1002.0,5.0,SPEAKER_00,"No, es la primera cosa buena que hice en Agua El Miranda de Uruguay en los últimos días.",88,18,1.0
bxE-t0uDGxM,1002.0,1010.0,8.0,SPEAKER_01,"Sí, es verdad. A ver, ganarle a Perú y hacerlo bien contra Perú no está reñido con no entrar en el Top 40. Habe jugado con la dopera selección de Allá.",151,31,3.0
bxE-t0uDGxM,1010.0,1055.0,45.0,SPEAKER_00,"Sí, lo dijo ayer. Séptima decisión de Manuel Pellegrini. El doble pivote. Sabemos que él, Betis, ha jugado cuatro a dos, tres, uno. Esto es evidente. Y hay cinco nombres. Pero cinco nombres, además, que son muy buenos. Y que ofrecen combinaciones muy diferentes. Now, Marc Roca. Sergi Altimira. Ya sabes que me encanta. Nelson de Osa. Apuesto importante. Que fueron 12, 13 millones de euros. Pablo Fornals. Y el último en llegar, Sofian Anrabat. Es decir, tenemos un medio centro completo que diría que es Marc Roca. Sobre todo, ahí salía balón. Un medio centro defensivo. Ganador de duels. Sofian Anrabat. Tenemos a un gestor del juego como Altimira. Que quizás es el que más se parece a Marc Roca. Luego tenemos a un box to box como Nelson de Osa. Y a un media punta reconvertido como es Pablo Fornals. Es que hay un poco de todo.",832,149,26.0
bxE-t0uDGxM,1055.0,1067.0,12.0,SPEAKER_01,"A ver, yo creo que hay una plaza que tiene nombre de apellidos que es Sergi Altimira. Y luego la otra. Para ti indiscutible. Indiscutible. A mí Anrabat es un jugador que no me convence. Yo creo que... Pues no está mal, eh.",222,43,7.0
bxE-t0uDGxM,1067.0,1072.0,5.0,SPEAKER_03,En el parón con Marroco ha estado muy bien. Sobre todo en el primer partido. El segundo un poquito peor.,104,20,3.0
bxE-t0uDGxM,1072.0,1080.0,8.0,SPEAKER_01,"Es que aparte, el futbolista al que quitaría para perder a Anrabat seguramente sería Altimira. Y me parece un jugador de mucho más nivel Altimira.",146,25,2.0
bxE-t0uDGxM,1080.0,1088.0,8.0,SPEAKER_03,"Quizás es más de contexto igual a Anrabat. Para ciertos momentos. Oye, partido X o segunda parte tal en Europa. ¿No? Yo es que...",129,24,5.0
bxE-t0uDGxM,1088.0,1108.0,20.0,SPEAKER_00,"¿Sabes lo que pensaría si soy Manuel Pellerini? ¿Cuál es el que más me gusta de los cinco? Y ahí le busco el acompañante. Imagínate. Nelson de Osa tiene que ser importantísimo. Pues al lado de Nelson de Osa, por lo que yo le he visto, tú lo has visto más al ES. Pero me pega más un Marroca o un Altimira que un Sofía Anrabat. Entonces, por ahí tiro el...",354,71,8.0
bxE-t0uDGxM,1108.0,1127.0,19.0,SPEAKER_01,"Yo creo que vamos a ver a Altimira. Y me das la sensación de que si tú te imaginas un partido con 60% de posesión vas a optar más por un perfil Fornals. Y si te esperas... Puede ser. Y yo creo que en la mayoría de partidos la preferencia, si está al 100%, va a ser de Osa. Para mí, centro del campo titular, Altimira de Osa. Yo tengo dudas con el tema de Osa.",359,76,8.0
bxE-t0uDGxM,1127.0,1142.0,15.0,SPEAKER_03,"Hay que ver cómo termina de recuperarse la lesión, cómo también termina un poco lo de la noche, que en Sevilla ya le tienen un poco fichado. ¿Sí? Sí, sí, de mucha presencia en garitos nocturnos. Bueno, hombre... Hay varias fotos ya de varios días diferentes. Pero hace un mes.",276,50,7.0
bxE-t0uDGxM,1142.0,1143.0,1.0,SPEAKER_01,"De Osa Mayor, ¿no?",18,4,1.0
bxE-t0uDGxM,1143.0,1152.0,9.0,SPEAKER_03,"Sí, sí. Hace un mes, hace un mes. Oye, de John Nelson. Vale, vale. Sabéis que soy el más deosista de la mesa. Y muy nocturno también.",133,27,6.0
bxE-t0uDGxM,1152.0,1155.0,3.0,SPEAKER_02,"Bueno, creo que ahora hay competencia.",38,6,1.0
bxE-t0uDGxM,1156.0,1158.0,2.0,SPEAKER_01,"No, no, yo estoy muy tranquilo.",31,6,1.0
bxE-t0uDGxM,1158.0,1161.0,3.0,SPEAKER_00,"Bueno, hay informaciones que no... Contrarias.",46,6,2.0
bxE-t0uDGxM,1163.0,1166.0,3.0,SPEAKER_00,"Oye, si veis a Naguel Miranda de noche, déjalo en paz.",54,11,1.0
bxE-t0uDGxM,1166.0,1168.0,2.0,SPEAKER_01,Y de día también.,17,4,1.0
bxE-t0uDGxM,1170.0,1183.0,13.0,SPEAKER_00,"Octava cuestión, octava decisión. Hemos hablado mucho en el parón de ello, Adrián Blanco, pero vamos a simplificarlo. Simeone tiene que agitar el árbol, pero no tiene a Baena para hacerlo. ¿Y si tiene a Nico González?",217,37,4.0
bxE-t0uDGxM,1184.0,1186.0,2.0,SPEAKER_00,Es una pregunta muy genérica.,29,5,1.0
bxE-t0uDGxM,1186.0,1187.0,1.0,SPEAKER_01,Toma ya.,8,2,1.0
bxE-t0uDGxM,1187.0,1188.0,1.0,SPEAKER_02,¿Pero qué haces?,16,3,1.0
bxE-t0uDGxM,1188.0,1190.0,2.0,SPEAKER_00,El aletique. ¿El aletique?,26,4,2.0
